ID,release_date,movie,production_budget,domestic_gross,domestic_gross_x,worldwide_gross,worldwide_gross_x,worldwide (without USA),distributor,mpaa_rating,genre
3156,"Friday, April 15, 2005",House of D,2.00E+06,388532,0.2,466106,0.2,77574,Lionsgate,PG-13,Drama
3160,"Friday, April 15, 2005",It's All Gone Pete Tong,2.00E+06,120620,0.1,2226603,1.1,2105983,Matson,R,Drama
1758,"Friday, April 8, 2005",Kung Fu Hustle,2.00E+07,17104669,0.9,102034104,5.1,84929435,Sony †Pictures †Classics,R,Action
941,"Friday, April 1, 2005",Sin City,4.00E+07,74103820,1.9,158527918,4,84424098,Miramax/Dimension,R,Action
3211,"Friday, March 25, 2005",The Ballad of Jack and Rose,1500000,712294,0.5,1126258,0.8,413964,IFC †Films,R,Drama
3011,"Friday, March 25, 2005",D.E.B.S.,3500000,96793,0,96793,0,0,Samuel †Goldwyn †Films,PG-13,Action
1106,"Friday, March 25, 2005",Guess Who,3.50E+07,68915888,2,102115888,2.9,33200000,Sony †Pictures,PG-13,Comedy
748,"Friday, March 18, 2005",The Ring Two,5.00E+07,75941727,1.5,161941727,3.2,86000000,Dreamworks †SKG,PG-13,Horror
3304,"Friday, March 18, 2005",The Helix   Loaded,1.00E+06,3700,0,3700,0,0,Romar,R,Comedy
1821,"Friday, March 18, 2005",Steamboy,2.00E+07,468867,0,10468867,0.5,10000000,Sony †Pictures,PG-13,Action
1510,"Friday, March 18, 2005",Ice Princess,2.50E+07,24381334,1,25732334,1,1351000,Walt †Disney,G,Comedy
338,"Friday, March 11, 2005",Robots,8.00E+07,128200012,1.6,260700012,3.3,132500000,20th†Century†Fox,PG,Adventure
420,"Friday, March 11, 2005",Hostage,7.50E+07,34636443,0.5,77636443,1,43000000,Miramax,R,Action
2275,"Friday, March 11, 2005",The Upside of Anger,1.20E+07,18761993,1.6,28915761,2.4,10153768,New †Line,R,Drama
410,"Friday, March 4, 2005",Be Cool,7.50E+07,55849401,0.7,94944017,1.3,39094616,MGM,PG-13,Comedy
2901,"Friday, March 4, 2005",Dear Frankie,4600000,1340891,0.3,3099369,0.7,1758478,Miramax,PG-13,Drama
654,"Friday, March 4, 2005",The Pacifier,5.60E+07,113006880,2,198006880,3.5,85000000,Walt †Disney,PG,Comedy
2795,"Friday, February 25, 2005",Diary of a Mad Black Woman,5500000,50406346,9.2,50458356,9.2,52010,Lionsgate,PG-13,Drama
1155,"Friday, February 25, 2005",Cursed,3.50E+07,19294901,0.6,25114901,0.7,5820000,Miramax/Dimension,PG-13,Horror
2058,"Friday, February 18, 2005",Because of Winn-Dixie,1.50E+07,32647042,2.2,33508485,2.2,861443,20th†Century†Fox,PG,Comedy
226,"Friday, February 18, 2005",Son of the Mask,1.00E+08,17018422,0.2,59918422,0.6,42900000,New †Line,PG,Adventure
2181,"Friday, February 18, 2005",Der Untergang,13500000,5501940,0.4,93631744,6.9,88129804,Newmarket †Films,R,Drama
406,"Friday, February 18, 2005",Constantine,7.50E+07,75976178,1,221594911,3,145618733,Warner †Bros.,R,Action
3252,"Friday, February 11, 2005",Ong-Bak,1100000,4563167,4.1,24062965,21.9,19499798,Magnolia †Pictures,R,Action
1752,"Friday, February 11, 2005",Pooh's Heffalump Movie,2.00E+07,18098433,0.9,55686944,2.8,37588511,Walt †Disney,G,Adventure
1706,"Friday, February 4, 2005",Boogeyman,2.00E+07,46752382,2.3,67192859,3.4,20440477,Sony †Pictures,PG-13,Horror
1803,"Friday, January 28, 2005",Alone in the Dark,2.00E+07,5178569,0.3,8178569,0.4,3000000,Lionsgate,R,Horror
1324,"Wednesday, January 19, 2005",Assault On Precinct 13,3.00E+07,20040895,0.7,36040895,1.2,16000000,Focus/Rogue †Pictures,R,Action
534,"Friday, January 14, 2005",Elektra,6.50E+07,24409722,0.4,56824633,0.9,32414911,20th†Century†Fox,PG-13,Action
852,"Friday, January 14, 2005",Coach Carter,4.50E+07,67264877,1.5,76665507,1.7,9400630,Paramount †Pictures,PG-13,Drama
1289,"Friday, January 14, 2005",Racing Stripes,3.00E+07,49772522,1.7,89955540,3,40183018,Warner †Bros.,PG,Adventure
2392,"Friday, January 7, 2005",White Noise,1.00E+07,56094360,5.6,92094360,9.2,36000000,Universal,PG-13,Drama
1350,"Wednesday, December 29, 2004",The Merchant of Venice,3.00E+07,3765585,0.1,18765585,0.6,15000000,Sony †Pictures †Classics,R,Drama
2902,"Wednesday, December 29, 2004",The Assassination of Richard Nixon,4600000,708776,0.2,4880143,1.1,4171367,ThinkFilm,R,Drama
1435,"Wednesday, December 29, 2004",In Good Company,2.60E+07,45489752,1.7,63489752,2.4,18000000,Universal,PG-13,Comedy
861,"Saturday, December 25, 2004",Fat Albert,4.50E+07,48114556,1.1,48563556,1.1,449000,20th†Century†Fox,PG,Comedy
2375,"Saturday, December 25, 2004",Darkness,10600000,22163442,2.1,34409206,3.2,12245764,Miramax/Dimension,PG-13,Horror
1926,"Wednesday, December 22, 2004",Hotel Rwanda,17500000,23519128,1.3,36521223,2.1,13002095,MGM,PG-13,Drama
555,"Wednesday, December 22, 2004",Meet the Fockers,6.00E+07,279167575,4.7,516567575,8.6,237400000,Universal,PG-13,Comedy
423,"Friday, December 17, 2004",Flight of the Phoenix,7.50E+07,21009180,0.3,34009180,0.5,13000000,20th†Century†Fox,PG-13,Adventure
2184,"Friday, December 17, 2004",Mar adentro,13300000,2086345,0.2,39686345,3,37600000,Fine †Line,PG-13,Drama
1586,"Friday, December 17, 2004",Beyond the Sea,2.40E+07,6144806,0.3,8292914,0.3,2148108,Lionsgate,PG-13,Drama
416,"Friday, December 17, 2004",Spanglish,7.50E+07,42044321,0.6,54344321,0.7,12300000,Sony †Pictures,PG-13,Comedy
2508,"Friday, December 17, 2004",Imaginary Heroes,1.00E+07,228524,0,290875,0,62351,Sony †Pictures †Classics,R,Drama
1252,"Wednesday, December 15, 2004",Million Dollar Baby,3.00E+07,100492203,3.3,231928227,7.7,131436024,Warner †Bros.,PG-13,Drama
3376,"Friday, December 10, 2004",Fabled,4.00E+05,31425,0.1,31425,0.1,0,Indican †Pictures,R,Horror
787,"Friday, December 10, 2004",The Life Aquatic with Steve Zissou,5.00E+07,24006726,0.5,34806726,0.7,10800000,Walt †Disney,R,Comedy
165,"Friday, December 10, 2004",Ocean's Twelve,1.10E+08,125531634,1.1,362989076,3.3,237457442,Warner †Bros.,PG-13,Adventure
525,"Wednesday, December 8, 2004",Blade: Trinity,6.50E+07,52397389,0.8,131353165,2,78955776,New †Line,R,Action
1132,"Friday, December 3, 2004",Closer,3.50E+07,33987757,1,116177695,3.3,82189938,Sony †Pictures,R,Drama
2288,"Friday, December 3, 2004",House of Flying Daggers,1.20E+07,11050094,0.9,92863945,7.7,81813851,Sony †Pictures †Classics,PG-13,Action
2801,"Friday, November 26, 2004",Les Choristes,5500000,3629758,0.7,83529758,15.2,79900000,Miramax,PG-13,Drama
705,"Friday, November 26, 2004",Un long dimanche de fian√ßailles,5.50E+07,6167817,0.1,69759296,1.3,63591479,Warner †Bros.,R,Drama
2652,"Wednesday, November 24, 2004",The Work and the Glory,7500000,3347647,0.4,3347647,0.4,0,Excel †Entertainment,PG,Drama
752,"Wednesday, November 24, 2004",Christmas with the Kranks,5.00E+07,73701902,1.5,96469187,1.9,22767285,Sony †Pictures,PG,Comedy
35,"Wednesday, November 24, 2004",Alexander,1.55E+08,34297191,0.2,167297191,1.1,133000000,Warner †Bros.,R,Action
1256,"Friday, November 19, 2004",SpongeBob SquarePants: The Movie,3.00E+07,85416609,2.8,142051255,4.7,56634646,Paramount †Pictures,PG,Adventure
199,"Friday, November 19, 2004",National Treasure,1.00E+08,173005002,1.7,331323410,3.3,158318408,Walt †Disney,PG,Adventure
1372,"Friday, November 12, 2004",Seed of Chucky,2.90E+07,17016190,0.6,24716190,0.9,7700000,Focus/Rogue †Pictures,R,Horror
2356,"Friday, November 12, 2004",Kinsey,1.10E+07,10214647,0.9,17443529,1.6,7228882,Fox †Searchlight,R,Drama
1474,"Friday, November 12, 2004",Finding Neverland,2.50E+07,51676606,2.1,115036108,4.6,63359502,Miramax,PG,Drama
651,"Friday, November 12, 2004",After the Sunset,5.70E+07,28328132,0.5,38329114,0.7,10000982,New †Line,PG-13,Action
10,"Wednesday, November 10, 2004",The Polar Express,1.70E+08,186493587,1.1,310634169,1.8,124140582,Warner †Bros.,G,Adventure
250,"Friday, November 5, 2004",The Incredibles,9.20E+07,261441092,2.8,614726752,6.7,353285660,Walt †Disney,PG,Adventure
3236,"Friday, October 29, 2004",Saw,1200000,55968727,46.6,103880027,86.6,47911300,Lionsgate,R,Horror
1804,"Friday, October 29, 2004",Birth,2.00E+07,5005899,0.3,14603001,0.7,9597102,New †Line,R,Drama
940,"Friday, October 29, 2004",Ray,4.00E+07,75305995,1.9,124823094,3.1,49517099,Universal,PG-13,Drama
1934,"Friday, October 22, 2004",Sideways,1.70E+07,71502303,4.2,109793192,6.5,38290889,Fox †Searchlight,R,Drama
2383,"Friday, October 22, 2004",The Grudge,1.00E+07,110359362,11,187281115,18.7,76921753,Sony †Pictures,PG-13,Horror
2518,"Friday, October 15, 2004",Eulogy,1.00E+07,70527,0,70527,0,0,Artisan,R,Comedy
1727,"Friday, October 15, 2004",Team America: World Police,2.00E+07,32774834,1.6,50948811,2.5,18173977,Paramount †Pictures,R,Comedy
1901,"Friday, October 15, 2004",Being Julia,1.80E+07,7739049,0.4,14488705,0.8,6749656,Sony †Pictures,R,Drama
2360,"Sunday, October 10, 2004",Vera Drake,1.10E+07,3753806,0.3,13353855,1.2,9600049,Fine †Line,R,Drama
2094,"Friday, October 8, 2004",Raise Your Voice,1.50E+07,10411980,0.7,14811980,1,4400000,New †Line,PG,Drama
1271,"Friday, October 8, 2004",Friday Night Lights,3.00E+07,61255921,2,61950770,2.1,694849,Universal,PG-13,Drama
398,"Friday, October 1, 2004",Shark Tale,7.50E+07,161412000,2.2,371917043,5,210505043,Dreamworks †SKG,PG,Adventure
1642,"Friday, October 1, 2004",I Heart Huckabees,2.20E+07,12784713,0.6,20034713,0.9,7250000,Fox †Searchlight,R,Comedy
3048,"Friday, October 1, 2004",Woman Thou Art Loosed,3.00E+06,6879730,2.3,6879730,2.3,0,Magnolia †Pictures,R,Drama
583,"Friday, October 1, 2004",Ladder 49,6.00E+07,74541707,1.2,102332848,1.7,27791141,Walt †Disney,PG-13,Action
2848,"Friday, September 24, 2004",Shaun of the Dead,5.00E+06,13542874,2.7,30332385,6.1,16789511,Focus/Rogue †Pictures,R,Comedy
1029,"Friday, September 24, 2004",The Last Shot,4.00E+07,463730,0,463730,0,0,Walt †Disney,R,Comedy
1323,"Friday, September 17, 2004",Mr. 3000,3.00E+07,21800302,0.7,21827296,0.7,26994,Walt †Disney,PG-13,Comedy
763,"Friday, September 10, 2004",Resident Evil: Apocalypse,5.00E+07,50740078,1,125168734,2.5,74428656,Sony †Pictures,R,Horror
2243,"Friday, September 3, 2004",Tae Guik Gi: The Brotherhood of War,12500000,1110186,0.1,69826708,5.6,68716522,IDP †Distribution,R,Drama
1998,"Friday, September 3, 2004",The Cookout,1.60E+07,11540112,0.7,11540112,0.7,0,Lionsgate,PG-13,Comedy
1602,"Wednesday, September 1, 2004",Vanity Fair,2.30E+07,16123851,0.7,19123851,0.8,3000000,Focus †Features,PG-13,Drama
1939,"Friday, August 27, 2004",Jet Li's Hero,1.70E+07,53652140,3.2,177535958,10.4,123883818,Miramax,PG-13,Action
1784,"Friday, August 27, 2004",Superbabies: Baby Geniuses 2,2.00E+07,9109322,0.5,9355369,0.5,246047,Sony †Pictures,PG,Adventure
1276,"Friday, August 20, 2004",Without a Paddle,3.00E+07,58156435,1.9,65121280,2.2,6964845,Paramount †Pictures,PG-13,Comedy
3355,"Friday, August 20, 2004",Mean Creek,5.00E+05,603951,1.2,1348750,2.7,744799,Paramount †Vantage,R,Drama
386,"Friday, August 20, 2004",Exorcist: The Beginning,7.80E+07,41814863,0.5,43957541,0.6,2142678,Warner †Bros.,R,Horror
454,"Friday, August 13, 2004",AVP: Alien Vs. Predator,7.00E+07,80281096,1.1,172543519,2.5,92262423,20th†Century†Fox,PG-13,Horror
1744,"Friday, August 13, 2004",Yu-Gi-Oh,2.00E+07,19762690,1,28762690,1.4,9000000,Warner †Bros.,PG,Adventure
569,"Friday, August 6, 2004",Collateral,6.00E+07,100170152,1.7,217670152,3.6,117500000,Dreamworks †SKG,R,Action
3329,"Friday, August 6, 2004",Saints and Soldiers,780000,1310470,1.7,1310470,1.7,0,Excel †Entertainment,PG-13,Drama
2548,"Friday, July 30, 2004",Harold & Kumar Go to White Castle,9.00E+06,18225165,2,18225165,2,0,New †Line,R,Comedy
704,"Friday, July 30, 2004",Thunderbirds,5.50E+07,6768055,0.1,28231444,0.5,21463389,Universal,PG,Adventure
3096,"Wednesday, July 28, 2004",Garden State,2500000,26782316,10.7,36028802,14.4,9246486,Fox †Searchlight,R,Drama
220,"Friday, July 23, 2004",Catwoman,1.00E+08,40202379,0.4,82145379,0.8,41943000,Warner †Bros.,PG-13,Action
2735,"Friday, July 23, 2004",A Home at the End of the World,6500000,1029017,0.2,1033810,0.2,4793,Warner †Independent,R,Drama
183,"Friday, July 16, 2004","I, Robot",1.05E+08,144801023,1.4,348629585,3.3,203828562,20th†Century†Fox,PG-13,Action
3022,"Friday, July 16, 2004",Maria Full of Grace,3200000,6529624,2,14441158,4.5,7911534,New †Line,R,Drama
2457,"Friday, July 9, 2004",Sleepover,1.00E+07,9408183,0.9,9408183,0.9,0,MGM,PG,Adventure
279,"Wednesday, July 7, 2004",King Arthur,9.00E+07,51877963,0.6,203877963,2.3,152000000,Walt †Disney,PG-13,Adventure
3138,"Friday, July 2, 2004",Before Sunset,2.00E+06,5792822,2.9,11217346,5.6,5424524,Warner †Independent,R,Drama
2084,"Friday, June 25, 2004",De-Lovely,1.50E+07,13337299,0.9,18524496,1.2,5187197,MGM,PG-13,Drama
1258,"Friday, June 25, 2004",The Notebook,3.00E+07,81001787,2.7,116025023,3.9,35023236,New †Line,PG-13,Drama
439,"Friday, June 25, 2004",Two Brothers,7.20E+07,19176754,0.3,62176754,0.9,43000000,Universal,PG,Drama
1692,"Wednesday, June 23, 2004",White Chicks,2.00E+07,69148997,3.5,111448997,5.6,42300000,Sony †Pictures,PG-13,Comedy
1247,"Friday, June 18, 2004",Dodgeball: A True Underdog Story,3.00E+07,114326736,3.8,167791704,5.6,53464968,20th†Century†Fox,PG-13,Comedy
405,"Friday, June 18, 2004",The Terminal,7.50E+07,77073959,1,218673959,2.9,141600000,Dreamworks †SKG,PG-13,Drama
3246,"Friday, June 18, 2004",Grand Theft Parsons,1200000,0,0,0,0,0,Swipe †Films,PG-13,Drama
751,"Friday, June 11, 2004",Garfield: The Movie,5.00E+07,75367693,1.5,208094550,4.2,132726857,20th†Century†Fox,PG,Adventure
3370,"Friday, June 11, 2004",Napoleon Dynamite,4.00E+05,44540956,111.4,46122713,115.3,1581757,Fox †Searchlight,PG,Comedy
215,"Friday, June 11, 2004",The Stepford Wives,1.00E+08,59475623,0.6,96221971,1,36746348,Paramount †Pictures,PG-13,Comedy
146,"Friday, June 11, 2004",The Chronicles of Riddick,1.20E+08,57712751,0.5,107212751,0.9,49500000,Universal,PG-13,Adventure
124,"Friday, May 28, 2004",The Day After Tomorrow,1.25E+08,186740799,1.5,556319450,4.5,369578651,20th†Century†Fox,PG-13,Adventure
1995,"Friday, May 28, 2004",Soul Plane,1.60E+07,13922211,0.9,14553807,0.9,631596,MGM,R,Comedy
2861,"Friday, May 28, 2004",Saved!,5.00E+06,8886160,1.8,10206551,2,1320391,MGM,PG-13,Comedy
777,"Friday, May 28, 2004",Raising Helen,5.00E+07,37485528,0.7,49928680,1,12443152,Walt †Disney,PG-13,Comedy
441,"Wednesday, May 19, 2004",Shrek 2,7.00E+07,441226247,6.3,937008132,13.4,495781885,Dreamworks †SKG,PG,Adventure
60,"Friday, May 14, 2004",Troy,1.50E+08,133298577,0.9,484161265,3.2,350862688,Warner †Bros.,R,Action
3328,"Friday, May 7, 2004",The Mudge Boy,8.00E+05,62544,0.1,62544,0.1,0,Strand,R,Drama
13,"Friday, May 7, 2004",Van Helsing,1.70E+08,120150546,0.7,300150546,1.8,180000000,Universal,PG-13,Action
1014,"Friday, May 7, 2004",New York Minute,4.00E+07,14018364,0.4,21215882,0.5,7197518,Warner †Bros.,PG,Comedy
1768,"Friday, April 30, 2004",Envy,2.00E+07,13548322,0.7,14566246,0.7,1017924,Dreamworks †SKG,PG-13,Comedy
1959,"Friday, April 30, 2004",Bobby Jones: Stroke of Genius,1.70E+07,2694071,0.2,2694071,0.2,0,Film †Foundry,PG,Drama
1861,"Friday, April 30, 2004",Mean Girls,1.80E+07,86047227,4.8,130953026,7.3,44905799,Paramount †Pictures,PG-13,Comedy
1066,"Friday, April 23, 2004",13 Going On 30,3.70E+07,57139723,1.5,97658712,2.6,40518989,Sony †Pictures,PG-13,Comedy
1197,"Friday, April 16, 2004",The Punisher,3.30E+07,33664370,1,54533774,1.7,20869404,Lionsgate,R,Action
681,"Friday, April 16, 2004",Kill Bill: Volume 2,5.50E+07,66207920,1.2,153535982,2.8,87328062,Miramax,R,Action
1791,"Friday, April 16, 2004",Connie & Carla,2.00E+07,8047525,0.4,8047525,0.4,0,Universal,PG-13,Comedy
1150,"Friday, April 9, 2004",Ella Enchanted,3.50E+07,22913677,0.7,22913677,0.7,0,Miramax,PG,Comedy
1332,"Friday, April 9, 2004",The Whole Ten Yards,3.00E+07,16323969,0.5,26323969,0.9,10000000,Warner †Bros.,PG-13,Comedy
2265,"Wednesday, April 7, 2004",Johnson Family Vacation,1.20E+07,31203964,2.6,31286759,2.6,82795,Fox †Searchlight,PG-13,Comedy
655,"Friday, April 2, 2004",Walking Tall,5.60E+07,46213824,0.8,47313824,0.8,1100000,MGM,PG-13,Action
2504,"Friday, April 2, 2004",Shaolin Soccer,1.00E+07,488872,0,42776032,4.3,42287160,Miramax,PG-13,Comedy
589,"Friday, April 2, 2004",Hellboy,6.00E+07,59623958,1,99823958,1.7,40200000,Sony †Pictures,PG-13,Action
176,"Friday, April 2, 2004",Home on the Range,1.10E+08,50026353,0.5,76482461,0.7,26456108,Walt †Disney,PG,Adventure
1826,"Wednesday, March 31, 2004",The Touch,2.00E+07,0,0,5918742,0.3,5918742,Miramax,PG-13,Adventure
1146,"Friday, March 26, 2004",Jersey Girl,3.50E+07,25266129,0.7,37066129,1.1,11800000,Miramax,PG-13,Comedy
1126,"Friday, March 26, 2004",The Ladykillers,3.50E+07,39692139,1.1,77392139,2.2,37700000,Walt †Disney,R,Comedy
1458,"Friday, March 26, 2004",Scooby-Doo 2: Monsters Unleashed,2.50E+07,84185387,3.4,181185387,7.2,97000000,Warner †Bros.,PG,Adventure
1811,"Friday, March 19, 2004",Bon Voyage,2.00E+07,2353728,0.1,8361736,0.4,6008008,Sony †Pictures,PG-13,Comedy
574,"Friday, March 5, 2004",Starsky & Hutch,6.00E+07,88200225,1.5,170200225,2.8,82000000,Warner †Bros.,PG-13,Comedy
2585,"Friday, February 27, 2004",Club Dread,8500000,5001655,0.6,7573551,0.9,2571896,Fox †Searchlight,R,Comedy
2737,"Friday, February 27, 2004","Good Bye, Lenin!",6400000,4063859,0.6,79384539,12.4,75320680,Sony †Pictures †Classics,R,Comedy
1450,"Wednesday, February 25, 2004",The Passion of the Christ,2.50E+07,370782930,14.8,622341924,24.9,251558994,Newmarket †Films,R,Drama
1440,"Friday, February 20, 2004",Welcome to Mooseport,2.60E+07,14469428,0.6,14469428,0.6,0,20th†Century†Fox,PG-13,Comedy
2379,"Friday, February 20, 2004",The Blue Butterfly,10400000,1610194,0.2,1610194,0.2,0,Alliance Films,PG,Drama
1522,"Friday, February 20, 2004",Eurotrip,2.50E+07,17718223,0.7,20718223,0.8,3000000,Dreamworks †SKG,R,Comedy
1038,"Friday, February 20, 2004",Against the Ropes,3.90E+07,5881504,0.2,6429865,0.2,548361,Paramount †Pictures,PG-13,Drama
1893,"Friday, February 6, 2004",Catch That Kid,1.80E+07,16703799,0.9,16959614,0.9,255815,20th†Century†Fox,PG,Adventure
2120,"Friday, February 6, 2004",The Return,1.50E+07,501752,0,5953886,0.4,5452134,Kino †International,PG-13,Drama
1386,"Friday, February 6, 2004",Miracle,2.80E+07,64378093,2.3,64474705,2.3,96612,Walt †Disney,PG,Drama
3351,"Friday, January 30, 2004",Osama,5.00E+05,1127331,2.3,1971479,3.9,844148,MGM,PG-13,Drama
2602,"Friday, January 30, 2004",You Got Served,8.00E+06,40066497,5,50811858,6.4,10745361,Sony †Pictures,PG-13,Drama
3322,"Friday, January 30, 2004",Latter Days,850000,833118,1,865708,1,32590,TLA †Releasing,R,Drama
803,"Friday, January 30, 2004",The Big Bounce,5.00E+07,6471394,0.1,6626115,0.1,154721,Warner †Bros.,PG-13,Comedy
2468,"Friday, January 16, 2004",Teacher's Pet: The Movie,1.00E+07,6491969,0.6,6491969,0.6,0,Walt †Disney,PG,Adventure
1002,"Friday, January 16, 2004",Torque,4.00E+07,21176322,0.5,46176322,1.2,25000000,Warner †Bros.,PG-13,Action
2278,"Friday, January 9, 2004",My Baby's Daddy,1.20E+07,17321573,1.4,17322212,1.4,639,Miramax,PG-13,Comedy
1493,"Thursday, January 1, 2004",Beauty Shop,2.50E+07,36351350,1.5,38351350,1.5,2000000,MGM,PG-13,Comedy
1865,"Thursday, January 1, 2004",Barbershop 2: Back in Business,1.80E+07,65070412,3.6,65842412,3.7,772000,MGM,PG-13,Comedy
918,"Thursday, December 25, 2003",Cheaper by the Dozen,4.00E+07,138614544,3.5,190212113,4.8,51597569,20th†Century†Fox,PG,Comedy
346,"Thursday, December 25, 2003",Cold Mountain,8.00E+07,95632614,1.2,165173909,2.1,69541295,Miramax,R,Drama
2113,"Thursday, December 25, 2003",The Company,1.50E+07,2281585,0.2,3396508,0.2,1114923,Sony †Pictures,PG-13,Drama
2823,"Wednesday, December 24, 2003",Monster,5.00E+06,34469210,6.9,64240813,12.8,29771603,Newmarket †Films,R,Drama
1970,"Friday, December 19, 2003",House of Sand and Fog,16500000,13005485,0.8,16157923,1,3152438,Dreamworks †SKG,R,Drama
522,"Friday, December 19, 2003",Mona Lisa Smile,6.50E+07,63803100,1,141205169,2.2,77402069,Sony †Pictures,PG-13,Drama
2417,"Friday, December 19, 2003",Calendar Girls,1.00E+07,31011616,3.1,93074616,9.3,62063000,Walt †Disney,PG-13,Comedy
694,"Friday, December 12, 2003",Stuck On You,5.50E+07,33832741,0.6,63537164,1.2,29704423,20th†Century†Fox,PG-13,Comedy
2286,"Friday, December 12, 2003",Girl with a Pearl Earring,1.20E+07,11634362,1,43274797,3.6,31640435,Lionsgate,PG-13,Drama
460,"Wednesday, December 10, 2003",Big Fish,7.00E+07,66432867,0.9,123954323,1.8,57521456,Sony †Pictures,PG-13,Drama
1879,"Friday, December 5, 2003",Honey,1.80E+07,30272254,1.7,62646763,3.5,32374509,Universal,PG-13,Drama
85,"Friday, December 5, 2003",The Last Samurai,1.40E+08,111110575,0.8,456810575,3.3,345700000,Warner †Bros.,R,Action
2951,"Wednesday, November 26, 2003",The Cooler,4.00E+06,8291572,2.1,11131455,2.8,2839883,Lionsgate,R,Drama
375,"Wednesday, November 26, 2003",Timeline,8.00E+07,19480739,0.2,26703184,0.3,7222445,Paramount †Pictures,PG-13,Adventure
