ID,release_date,movie,production_budget,domestic_gross,domestic_gross_x,worldwide_gross,worldwide_gross_x,worldwide (without USA),distributor,mpaa_rating,genre
1067,"Friday, April 4, 2008",Nim's Island,3.70E+07,48006762,1.3,101857425,2.8,53850663,20th†Century†Fox,PG,Adventure
1524,"Friday, April 4, 2008",The Ruins,2.50E+07,17432844,0.7,22910563,0.9,5477719,Paramount †Pictures,R,Horror
2500,"Friday, April 4, 2008",My Blueberry Nights,1.00E+07,866778,0.1,22198996,2.2,21332218,Weinstein †Co.,PG-13,Drama
1144,"Friday, March 28, 2008",Superhero Movie,3.50E+07,26638520,0.8,73026302,2.1,46387782,MGM,PG-13,Comedy
1548,"Friday, March 28, 2008",Stop-Loss,2.50E+07,10915744,0.4,11229035,0.4,313291,Paramount †Pictures,R,Drama
2471,"Friday, March 28, 2008","Run, Fatboy, Run",1.00E+07,6003262,0.6,33512260,3.4,27508998,Picturehouse,PG-13,Comedy
2604,"Friday, March 21, 2008",Shutter,8.00E+06,25928550,3.2,47782426,6,21853876,20th†Century†Fox,PG-13,Horror
3073,"Friday, March 21, 2008",The Grand,3.00E+06,115879,0,115879,0,0,Anchor†Bay†Entertainment,R,Comedy
1710,"Friday, March 21, 2008",Meet the Browns,2.00E+07,41975388,2.1,41975388,2.1,0,Lionsgate,PG-13,Comedy
983,"Friday, March 21, 2008",Drillbit Taylor,4.00E+07,32862104,0.8,49686263,1.2,16824159,Paramount †Pictures,PG-13,Comedy
3186,"Wednesday, March 19, 2008",La misma luna,1700000,12590147,7.4,23271741,13.7,10681594,Weinstein †Co.,PG-13,Drama
293,"Friday, March 14, 2008",Horton Hears a Who,8.50E+07,154529439,1.8,299477886,3.5,144948447,20th†Century†Fox,G,Adventure
1666,"Friday, March 14, 2008",Never Back Down,2.10E+07,24850922,1.2,39319801,1.9,14468879,Summit †Entertainment,PG-13,Action
1199,"Friday, March 14, 2008",Doomsday,3.30E+07,11008770,0.3,21621188,0.7,10612418,Universal,R,Action
1824,"Friday, March 7, 2008",Èï∑Ê±ü‰∏ÉËôü (CJ7),2.00E+07,206678,0,47300771,2.4,47094093,Sony †Pictures †Classics,PG,Adventure
2307,"Friday, March 7, 2008",Married Life,1.20E+07,1506998,0.1,2975188,0.2,1468190,Sony †Pictures †Classics,PG-13,Drama
186,"Friday, March 7, 2008","10,000 B.C.",1.05E+08,94784201,0.9,269065678,2.6,174281477,Warner †Bros.,PG-13,Adventure
3213,"Friday, March 7, 2008",Snow Angels,1500000,402858,0.3,414404,0.3,11546,Warner †Independent,R,Drama
695,"Friday, February 29, 2008",Semi-Pro,5.50E+07,33479698,0.6,43980363,0.8,10500665,New †Line,R,Comedy
994,"Friday, February 29, 2008",The Other Boleyn Girl,4.00E+07,26814957,0.7,78269970,2,51455013,Sony †Pictures,PG-13,Drama
2651,"Friday, February 22, 2008",Witless Protection,7500000,4151836,0.6,4151836,0.6,0,Lionsgate,PG-13,Comedy
2299,"Friday, February 22, 2008",Charlie Bartlett,1.20E+07,3950294,0.3,5295909,0.4,1345615,MGM,R,Comedy
1777,"Friday, February 22, 2008",Be Kind Rewind,2.00E+07,11175164,0.6,30894247,1.5,19719083,New †Line,PG-13,Comedy
2740,"Friday, February 22, 2008",Die F√§lscher,6250000,5488570,0.9,20199663,3.2,14711093,Sony †Pictures †Classics,R,Drama
3088,"Friday, February 15, 2008",Diary of the Dead,2750000,952620,0.3,5394447,2,4441827,Weinstein †Co.,R,Horror
321,"Thursday, February 14, 2008",Jumper,82500000,80172128,1,222640812,2.7,142468684,20th†Century†Fox,PG-13,Adventure
249,"Thursday, February 14, 2008",The Spiderwick Chronicles,92500000,71195053,0.8,162839667,1.8,91644614,Paramount †Pictures,PG,Adventure
1923,"Thursday, February 14, 2008",Step Up 2 the Streets,17500000,58017783,3.3,148586910,8.5,90569127,Walt †Disney,PG-13,Drama
2102,"Friday, February 8, 2008",In Bruges,1.50E+07,7800825,0.5,34533783,2.3,26732958,Focus †Features,R,Comedy
1409,"Friday, February 8, 2008",Welcome Home Roscoe Jenkins,27500000,42436517,1.5,43607627,1.6,1171110,Universal,PG-13,Comedy
431,"Friday, February 8, 2008",Fool's Gold,72500000,70231041,1,109362966,1.5,39131925,Warner †Bros.,PG-13,Adventure
2463,"Friday, February 1, 2008",Over Her Dead Body,1.00E+07,7570127,0.8,21596074,2.2,14025947,New †Line,PG-13,Comedy
1797,"Friday, February 1, 2008",Strange Wilderness,2.00E+07,6575282,0.3,6947084,0.3,371802,Paramount †Vantage,R,Comedy
1305,"Friday, January 25, 2008",Meet the Spartans,3.00E+07,38233676,1.3,84646831,2.8,46413155,20th†Century†Fox,PG-13,Comedy
821,"Friday, January 25, 2008",Rambo,47500000,42754105,0.9,112214531,2.4,69460426,Lionsgate,R,Action
1956,"Friday, January 25, 2008",How She Move,1.70E+07,7070641,0.4,8607815,0.5,1537174,Paramount †Vantage,PG-13,Drama
1633,"Friday, January 18, 2008",Mad Money,2.20E+07,20668843,0.9,25044057,1.1,4375214,Overture †Films,PG-13,Comedy
1462,"Friday, January 18, 2008",Cloverfield,2.50E+07,80048433,3.2,171302226,6.9,91253793,Paramount †Pictures,PG-13,Action
3157,"Friday, January 18, 2008",Teeth,2.00E+06,347578,0.2,2350641,1.2,2003063,Roadside †Attractions,R,Comedy
1734,"Friday, January 4, 2008",One Missed Call,2.00E+07,26890041,1.3,44513466,2.2,17623425,Warner †Bros.,PG-13,Horror
2954,"Friday, December 28, 2007",El orfanato,4.00E+06,7159147,1.8,79250193,19.8,72091046,Picturehouse,R,Horror
1487,"Wednesday, December 26, 2007",There Will Be Blood,2.50E+07,40222514,1.6,77208711,3.1,36986197,Paramount †Vantage,R,Drama
971,"Tuesday, December 25, 2007",Aliens vs. Predator - Requiem,4.00E+07,41797066,1,128884494,3.2,87087428,20th†Century†Fox,R,Action
972,"Tuesday, December 25, 2007",The Water Horse: Legend of the Deep,4.00E+07,40412817,1,103429755,2.6,63016938,Sony †Pictures,PG,Drama
2658,"Tuesday, December 25, 2007",Persepolis,7300000,4443403,0.6,25397460,3.5,20954057,Sony †Pictures †Classics,PG-13,Drama
